Date Time,Temperature,Basel Relative Humidity,Basel Wind Speed [10 m]
20140914T1700,22.89053,53,8.891537
20140914T1800,22.40053,54,9.77365
20140914T1900,21.37053,59,7.8712068
20140914T2000,20.010529,63,7.2713056
20140914T2100,18.73053,67,5.619714
20140914T2200,17.430529,71,3.9603205
20140914T2300,16.410528,72,5.0264254
20140915T0000,14.890529,76,5.9150395
20140915T0100,13.970529,82,5.466071
20140915T0200,13.590529,85,5.089565
20140915T0300,13.210529,85,4.336678
20140915T0400,12.560529,85,3.996
20140915T0500,11.810529,86,5.0052013
20140915T0600,11.830529,86,6.0865254
20140915T0700,11.330529,89,6.4046907
20140915T0800,10.940529,93,6.3322554
20140915T0900,13.480529,88,9.697107
20140915T1000,15.750529,82,11.566177
20140915T1100,17.610529,75,10.345105
20140915T1200,19.40053,70,7.53493
20140915T1300,21.090528,62,3.8142676
20140915T1400,22.330528,62,2.6237357
20140915T1500,23.110529,57,2.5272923
20140915T1600,23.32053,57,2.382754
20140915T1700,23.160528,57,1.191377
20140915T1800,22.81053,58,3.1968002
20140915T1900,22.090528,61,4.4656777
20140915T2000,21.62053,61,4.13564
20140915T2100,20.780529,66,4.802594
20140915T2200,19.31053,71,4.897704
20140915T2300,18.280529,68,4.9121733
20140916T0000,17.280529,71,3.8420756
20140916T0100,16.54053,75,3.118132
20140916T0200,16.56053,73,3.118132
20140916T0300,16.70053,71,2.9784427
20140916T0400,16.930529,72,3.013972
20140916T0500,16.97053,74,3.5741313
20140916T0600,16.850529,76,3.5741313
20140916T0700,16.79053,77,3.700947
20140916T0800,16.87053,78,3.4632
20140916T0900,17.62053,79,3.8788424
20140916T1000,19.37053,72,3.5039446
20140916T1100,21.14053,65,2.4560866
20140916T1200,22.430529,56,2.382754
20140916T1300,22.920528,55,2.9784427
20140916T1400,23.600529,55,1.6848617
20140916T1500,24.22053,53,1.8837326
20140916T1600,24.530529,52,1.8648
20140916T1700,24.56053,52,1.8648
20140916T1800,24.30053,52,3.2408962
20140916T1900,23.62053,56,3.207881
20140916T2000,23.020529,58,3.8142676
20140916T2100,21.910528,65,5.328
20140916T2200,20.13053,73,5.9568853
20140916T2300,18.510529,79,4.9121733
20140917T0000,17.72053,78,4.336678
20140917T0100,17.15053,74,4.897704
20140917T0200,16.830528,70,5.4919763
20140917T0300,16.490528,70,5.117377
20140917T0400,15.710529,71,4.336678
20140917T0500,15.480529,73,4.713097
20140917T0600,15.270529,75,3.0374274
20140917T0700,14.610529,79,2.6237357
20140917T0800,15.450529,75,3.4115846
20140917T0900,16.37053,76,4.765508
20140917T1000,18.080528,73,5.9568853
20140917T1100,19.98053,68,4.897704
20140917T1200,21.98053,60,3.8788424
20140917T1300,23.39053,56,3.207881
20140917T1400,24.62053,54,4.066419
20140917T1500,25.350529,50,3.554219
20140917T1600,25.500528,51,4.912173
20140917T1700,25.29053,52,5.4919763
20140917T1800,24.760529,53,5.0052013
20140917T1900,24.110529,59,2.9304
20140917T2000,23.430529,62,1.0983953
20140917T2100,22.850529,66,1.3583788
20140917T2200,22.360529,69,1.6848617
20140917T2300,21.680529,74,2.1312
20140918T0000,21.31053,74,2.7812977
20140918T0100,20.70053,71,2.664
20140918T0200,20.23053,67,3.7296
20140918T0300,19.72053,68,2.9784427
20140918T0400,19.410528,70,2.8815567
20140918T0500,19.15053,71,2.8815567
20140918T0600,18.610529,75,3.4632
20140918T0700,18.250528,76,2.8815567
20140918T0800,18.23053,75,2.664
20140918T0900,18.82053,76,4.066419
20140918T1000,20.56053,72,4.161301
20140918T1100,22.14053,66,1.1302395
20140918T1200,23.45053,61,8.014169
20140918T1300,22.06053,66,12.038215
20140918T1400,23.70053,58,2.664
20140918T1500,24.520529,55,4.9121733
20140918T1600,25.32053,51,4.6600966
20140918T1700,25.57053,51,2.9424841
20140918T1800,25.32053,52,3.700947
20140918T1900,24.73053,61,1.8837326
20140918T2000,23.930529,60,4.802594
20140918T2100,22.660528,66,5.068606
20140918T2200,21.80053,71,1.6848617
20140918T2300,21.29053,74,1.7057923
20140919T0000,21.350529,73,2.8318708
20140919T0100,20.580528,73,5.600739
20140919T0200,18.48053,82,7.5207877
20140919T0300,17.79053,85,5.6637416
20140919T0400,17.860529,83,2.7812977
20140919T0500,17.580528,83,2.8318708
20140919T0600,17.55053,83,4.212154
20140919T0700,17.45053,84,4.890454
20140919T0800,17.510529,83,5.3611965
20140919T0900,18.15053,84,5.1450386
20140919T1000,20.830528,78,7.5818768
20140919T1100,22.81053,68,8.677445
20140919T1200,23.31053,63,5.328
20140919T1300,23.680529,61,4.295571
20140919T1400,24.90053,52,7.835059
20140919T1500,25.30053,51,14.209388
20140919T1600,23.090528,59,14.542611
20140919T1700,22.06053,68,13.301338
20140919T1800,20.40053,78,10.484796
20140919T1900,19.920528,82,4.897704
20140919T2000,19.350529,85,1.8648
20140919T2100,18.82053,87,7.36826
20140919T2200,18.32053,87,7.920641
20140919T2300,17.79053,87,7.1581836
20140920T0000,17.740528,86,5.701209
20140920T0100,16.55053,96,5.842608
20140920T0200,16.87053,94,5.842608
20140920T0300,17.100529,92,5.089565
20140920T0400,16.940529,91,4.212154
20140920T0500,16.90053,90,4.802594
20140920T0600,17.12053,87,4.4097047
20140920T0700,17.020529,87,4.212154
20140920T0800,17.160528,85,4.13564
20140920T0900,17.910528,86,4.912173
20140920T1000,19.260529,82,3.118132
20140920T1100,21.240528,75,3.0374272
20140920T1200,21.55053,70,3.1067312
20140920T1300,21.80053,67,1.8837326
20140920T1400,22.37053,62,6.9468617
20140920T1500,22.65053,61,7.9831147
20140920T1600,23.170528,58,8.115368
20140920T1700,23.39053,56,9.3278055
20140920T1800,22.770529,58,8.014169
20140920T1900,21.79053,63,7.387499
20140920T2000,20.520529,70,5.6449146
20140920T2100,20.07053,73,3.7391024
20140920T2200,19.63053,72,4.295571
20140920T2300,18.48053,77,5.394189
20140921T0000,17.530529,82,5.7507854
20140921T0100,17.04053,86,5.4919763
20140921T0200,17.07053,87,5.394189
20140921T0300,16.72053,83,4.72062
20140921T0400,15.340529,84,4.912173
20140921T0500,14.470529,85,5.1725526
20140921T0600,14.010529,83,5.334656
20140921T0700,13.860529,83,4.5288
20140921T0800,13.970529,84,4.00487
20140921T0900,15.710529,85,1.6848617
20140921T1000,18.79053,79,1.9394212
20140921T1100,21.410528,68,6.9263997
20140921T1200,21.12053,61,13.186127
20140921T1300,22.110529,57,13.85536
20140921T1400,20.000528,68,12.554762
20140921T1500,20.110529,65,11.501571
20140921T1600,19.660528,65,13.061753
20140921T1700,18.05053,78,9.0576
20140921T1800,18.580528,74,10.9223995
20140921T1900,18.13053,75,10.511835
20140921T2000,14.670529,91,14.652
20140921T2100,12.460529,93,3.4631999
20140921T2200,13.230529,89,7.74395
20140921T2300,13.960529,88,11.204646
20140922T0000,14.120529,88,12.999119
20140922T0100,13.080529,93,13.35193
20140922T0200,12.400529,93,12.280433
20140922T0300,11.900529,93,10.3656645
20140922T0400,11.710529,94,9.014403
20140922T0500,11.150529,95,8.578742
20140922T0600,10.530529,94,8.466325
20140922T0700,9.790529,96,7.276183
20140922T0800,9.630529,95,5.701209
20140922T0900,10.890529,91,6.3154216
20140922T1000,11.990529,84,7.539638
20140922T1100,13.210529,76,7.348971
20140922T1200,14.410529,70,7.992
20140922T1300,15.460529,64,9.827957
20140922T1400,16.610529,57,10.788378
20140922T1500,16.340528,59,10.028111
20140922T1600,16.360529,62,11.204646
20140922T1700,16.510529,55,14.1618595
20140922T1800,15.930529,49,13.607278
20140922T1900,14.950529,58,13.638535
20140922T2000,13.730529,63,9.623642
20140922T2100,12.410529,70,5.619714
20140922T2200,11.760529,74,1.9210378
20140922T2300,11.310529,76,1.5984001
20140923T0000,10.680529,79,2.8692157
20140923T0100,10.090529,80,4.824709
20140923T0200,8.920529,81,5.619714
20140923T0300,7.9805284,82,5.600739
20140923T0400,7.5605288,87,4.976763
20140923T0500,6.9205284,91,6.1503215
20140923T0600,6.4305286,88,7.1730385
20140923T0700,6.6005287,85,8.599398
20140923T0800,7.0505285,82,9.185971
20140923T0900,8.410529,79,10.03165
20140923T1000,10.680529,73,11.191971
20140923T1100,12.790529,62,13.32
20140923T1200,14.350529,55,13.097022
20140923T1300,15.820529,50,11.302394
20140923T1400,18.39053,45,6.270311
20140923T1500,19.20053,43,7.2713056
20140923T1600,19.610529,42,7.501892
20140923T1700,19.520529,42,6.9263997
20140923T1800,18.87053,45,5.897015
20140923T1900,17.30053,54,5.1725526
20140923T2000,15.580529,60,4.3692846
20140923T2100,13.670529,65,4.765508
20140923T2200,12.500529,65,4.6600966
20140923T2300,11.410529,66,4.3692846
20140924T0000,10.100529,71,5.2878885
20140924T0100,9.370529,73,6.415762
20140924T0200,8.670529,75,6.972355
20140924T0300,8.600529,77,7.911676
20140924T0400,8.740529,75,7.684151
20140924T0500,7.8905287,77,7.401894
20140924T0600,6.7205286,83,4.802594
20140924T0700,6.4105287,85,4.3038235
20140924T0800,7.4305286,82,5.4919763
20140924T0900,9.210529,81,4.861344
20140924T1000,12.240529,68,4.912173
20140924T1100,14.330529,62,2.1477854
20140924T1200,16.360529,60,0.79920006
20140924T1300,19.05053,56,5.4919763
20140924T1400,20.05053,49,13.89883
20140924T1500,20.420528,49,15.372918
20140924T1600,19.32053,54,12.53213
20140924T1700,18.63053,58,11.204646
20140924T1800,17.080528,65,10.847421
20140924T1900,16.47053,71,8.322602
20140924T2000,15.810529,73,6.874978
20140924T2100,15.380529,74,5.9150395
20140924T2200,15.750529,69,8.132838
20140924T2300,15.510529,70,10.252074
20140925T0000,14.570529,74,10.86703
20140925T0100,13.270529,78,8.855546
20140925T0200,13.570529,74,5.433515
20140925T0300,13.710529,71,5.600739
20140925T0400,13.160529,73,5.8182635
20140925T0500,13.120529,72,4.5600333
20140925T0600,12.870529,73,5.328
20140925T0700,12.080529,76,6.6653256
20140925T0800,11.860529,81,5.0615997
20140925T0900,12.780529,79,5.2474713
20140925T1000,13.120529,80,7.619226
20140925T1100,13.190529,79,6.4378467
20140925T1200,14.240529,72,4.713097
20140925T1300,15.290529,67,3.9333487
20140925T1400,16.55053,61,6.2419515
20140925T1500,16.62053,59,6.448861
20140925T1600,17.31053,56,6.2419515
20140925T1700,17.410528,54,6.080693
20140925T1800,17.13053,55,6.487264
20140925T1900,16.37053,59,5.7507854
20140925T2000,15.760529,60,3.767465
20140925T2100,14.710529,65,1.8837326
20140925T2200,14.190529,66,1.191377
20140925T2300,13.340529,70,1.506986
20140926T0000,12.570529,73,1.9210378
20140926T0100,12.040529,75,2.1477854
20140926T0200,11.630529,77,2.2761226
20140926T0300,11.180529,78,3.0374274
20140926T0400,10.710529,79,3.1067312
20140926T0500,10.350529,80,2.9784427
20140926T0600,10.100529,80,3.1067312
20140926T0700,9.930529,81,3.2189233
20140926T0800,10.200529,80,2.7167575
20140926T0900,11.000529,80,1.332
20140926T1000,12.710529,74,1.332
20140926T1100,14.510529,67,1.3583788
20140926T1200,16.20053,60,1.191377
20140926T1300,17.410528,55,1.6848617
20140926T1400,18.57053,52,4.3935814
20140926T1500,19.610529,45,5.6449146
20140926T1600,20.110529,43,6.3154216
20140926T1700,20.180529,43,7.1482625
20140926T1800,19.860529,43,7.1482625
20140926T1900,18.73053,48,6.2134624
20140926T2000,17.780529,50,6.080693
20140926T2100,16.850529,49,3.7862556
20140926T2200,16.020529,54,1.8648
20140926T2300,15.440529,57,1.191377
20140927T0000,14.8005295,58,1.1302395
20140927T0100,13.920529,63,3.2189233
20140927T0200,13.280529,66,3.4632
20140927T0300,12.610529,66,3.2189233
20140927T0400,11.750529,65,2.8815567
20140927T0500,11.220529,67,3.3907182
20140927T0600,11.000529,69,3.5840454
20140927T0700,10.890529,71,4.161301
20140927T0800,11.060529,72,3.7862556
20140927T0900,11.820529,73,1.5984001
20140927T1000,13.5505295,71,0.3767465
20140927T1100,15.500529,69,2.260479
20140927T1200,17.40053,66,3.700947
20140927T1300,19.160528,62,4.5600333
20140927T1400,20.54053,59,4.075136
20140927T1500,21.29053,58,3.7391024
20140927T1600,21.72053,57,2.9784424
20140927T1700,22.110529,58,2.2916594
20140927T1800,22.270529,59,2.9304
20140927T1900,21.97053,60,3.9333487
20140927T2000,19.990528,67,7.539638
20140927T2100,17.740528,76,7.8666973
20140927T2200,16.57053,81,7.6331854
20140927T2300,15.440529,85,7.684151
20140928T0000,15.040529,85,8.365129
20140928T0100,14.720529,85,8.87156
20140928T0200,14.410529,85,9.0732565
20140928T0300,14.290529,85,9.278219
20140928T0400,14.030529,85,9.092791
20140928T0500,13.820529,84,8.228268
20140928T0600,12.400529,88,7.033162
20140928T0700,11.320529,90,6.791894
20140928T0800,11.160529,90,7.1730394
20140928T0900,12.620529,88,7.033162
20140928T1000,15.170529,79,7.5207877
20140928T1100,17.240528,73,5.394189
20140928T1200,19.110529,68,1.8837326
20140928T1300,21.04053,62,1.5984001
20140928T1400,22.520529,58,3.8420756
20140928T1500,23.81053,52,4.6600966
20140928T1600,24.38053,48,5.1725526
20140928T1700,24.350529,48,4.1442113
20140928T1800,23.930529,51,2.4560866
20140928T1900,23.40053,52,0.5328
20140928T2000,22.65053,53,2.6772869
20140928T2100,21.45053,56,3.5039446
20140928T2200,20.180529,57,3.8788424
20140928T2300,19.05053,58,3.700947
20140929T0000,18.37053,62,3.9333487
20140929T0100,17.88053,68,4.1698194
20140929T0200,17.72053,65,4.520958
20140929T0300,17.250528,61,2.8815567
20140929T0400,16.830528,61,2.5132127
20140929T0500,16.750528,62,4.336678
20140929T0600,16.830528,62,5.117377
20140929T0700,16.65053,66,5.2542295
20140929T0800,15.940529,71,5.1450386
20140929T0900,15.840529,75,5.9150395
20140929T1000,17.610529,76,6.9723544
20140929T1100,20.23053,69,7.4782047
20140929T1200,22.410528,62,7.501892
20140929T1300,23.750528,55,4.802594
20140929T1400,23.63053,50,3.207881
20140929T1500,24.330528,48,4.802594
20140929T1600,24.690529,46,7.038205
20140929T1700,23.98053,48,9.770018
20140929T1800,23.04053,50,9.605188
20140929T1900,21.22053,59,11.380612
20140929T2000,19.37053,67,8.599398
20140929T2100,18.80053,73,5.0052013
20140929T2200,18.65053,74,4.552245
20140929T2300,18.31053,74,4.4097047
20140930T0000,17.940529,73,3.207881
20140930T0100,17.600529,74,2.1967907
20140930T0200,17.45053,74,2.5272923
20140930T0300,17.48053,74,2.9784427
20140930T0400,17.14053,77,4.897704
20140930T0500,16.40053,81,5.3079824
20140930T0600,15.930529,82,5.7507854
20140930T0700,15.640529,83,4.897704
20140930T0800,15.530529,85,3.3697233
20140930T0900,15.380529,88,0.5956885
20140930T1000,15.870529,88,0.84243083
20140930T1100,17.21053,83,0.5956885
20140930T1200,19.37053,73,1.8837326
20140930T1300,19.90053,71,7.7576847
20140930T1400,21.000528,68,2.2916594
20140930T1500,21.29053,66,3.767465
20140930T1600,21.270529,65,4.4656777
20140930T1700,21.190529,65,4.598777
20140930T1800,20.89053,66,3.8142676
20140930T1900,20.270529,69,2.3976
20140930T2000,20.14053,68,2.1967907
20140930T2100,19.81053,69,0.79920006
20140930T2200,19.63053,69,1.5984001
20140930T2300,19.21053,71,4.00487
20141001T0000,18.090528,78,4.861344
20141001T0100,17.40053,81,4.4097047
20141001T0200,16.98053,84,3.700947
20141001T0300,16.82053,85,2.9784427
20141001T0400,16.63053,86,2.028842
20141001T0500,16.360529,88,1.332
20141001T0600,15.840529,90,2.1312
20141001T0700,15.320529,93,1.9394212
20141001T0800,15.190529,94,2.4560866
20141001T0900,16.13053,88,2.382754
20141001T1000,17.55053,79,4.212154
20141001T1100,18.660528,73,6.1503215
20141001T1200,18.47053,73,6.828368
20141001T1300,18.780529,71,6.0865254
20141001T1400,19.750528,69,1.7870656
20141001T1500,20.440529,65,1.9210378
20141001T1600,20.750528,61,2.0806506
20141001T1700,20.73053,60,2.260479
20141001T1800,20.410528,60,2.1477854
20141001T1900,19.670528,63,3.118132
20141001T2000,18.840528,68,5.089565
20141001T2100,17.54053,75,5.2542295
20141001T2200,16.63053,78,4.4097047
20141001T2300,15.850529,82,2.8815567
20141002T0000,15.220529,84,3.4115846
20141002T0100,14.610529,86,3.5840454
20141002T0200,14.150529,85,3.996
20141002T0300,13.780529,83,4.5366282
20141002T0400,13.180529,83,5.117377
20141002T0500,12.720529,86,5.394189
20141002T0600,12.730529,89,5.619714
20141002T0700,12.380529,93,5.848678
20141002T0800,12.100529,94,5.619714
20141002T0900,12.940529,90,6.3154216
20141002T1000,14.180529,85,5.0545845
20141002T1100,15.930529,80,3.2951863
20141002T1200,17.90053,74,3.5840454
20141002T1300,19.37053,69,5.1450386
20141002T1400,19.82053,66,3.4631999
20141002T1500,21.000528,63,4.2624
20141002T1600,21.56053,61,2.9784424
20141002T1700,21.56053,59,2.2761226
20141002T1800,21.240528,61,1.6848617
20141002T1900,20.680529,64,0.5956885
20141002T2000,20.04053,67,3.5840454
20141002T2100,18.030529,71,6.503653
20141002T2200,15.850529,75,6.675965
20141002T2300,14.400529,81,4.9121733
20141003T0000,13.3005295,85,3.700947
20141003T0100,12.440529,87,3.2951863
20141003T0200,12.070529,85,3.2951863
20141003T0300,12.140529,81,3.3697233
20141003T0400,11.870529,80,3.3379824
20141003T0500,11.640529,79,4.066419
20141003T0600,11.260529,80,4.802594
20141003T0700,10.950529,80,4.9121733
20141003T0800,10.770529,81,4.5833187
20141003T0900,11.440529,82,5.3611965
20141003T1000,13.0505295,77,5.986595
20141003T1100,14.960529,72,5.8849683
20141003T1200,16.860529,67,6.0102577
20141003T1300,18.46053,66,4.890454
20141003T1400,20.740528,57,8.00974
20141003T1500,21.65053,52,7.237064
20141003T1600,22.07053,48,7.996438
20141003T1700,21.910528,48,8.541434
20141003T1800,21.270529,52,7.8395867
20141003T1900,19.90053,59,7.5818768
20141003T2000,18.39053,66,7.835059
20141003T2100,16.56053,72,8.014169
20141003T2200,14.910529,76,8.697869
20141003T2300,13.950529,78,8.360887
20141004T0000,13.230529,80,8.275568
20141004T0100,12.690529,80,8.424308
20141004T0200,12.290529,81,7.947476
20141004T0300,12.160529,80,8.365129
20141004T0400,12.060529,80,8.360887
20141004T0500,12.070529,80,8.339639
20141004T0600,11.290529,83,7.5066204
20141004T0700,10.280529,87,6.791894
20141004T0800,9.350529,90,7.078424
20141004T0900,10.540529,86,6.992683
20141004T1000,13.0505295,78,8.855546
20141004T1100,15.440529,72,7.0078893
20141004T1200,17.39053,67,3.4734309
20141004T1300,19.010529,64,0.2664
20141004T1400,20.160528,57,1.7057923
20141004T1500,20.840528,56,1.1302395
20141004T1600,21.270529,56,1.8837326
20141004T1700,21.32053,57,2.260479
20141004T1800,21.020529,59,3.5840454
20141004T1900,20.38053,60,4.1442113
20141004T2000,19.56053,65,3.1067312
20141004T2100,18.440529,72,4.13564
20141004T2200,18.12053,71,4.336678
20141004T2300,17.81053,66,5.394189
20141005T0000,17.45053,67,4.5366282
20141005T0100,16.64053,70,4.13564
20141005T0200,14.500529,79,4.652476
20141005T0300,14.790529,78,4.075136
20141005T0400,15.270529,77,3.996
20141005T0500,15.020529,76,3.2518265
20141005T0600,14.660529,75,2.8692157
20141005T0700,14.580529,76,2.8318708
20141005T0800,14.370529,80,3.6234312
20141005T0900,14.380529,84,3.996
20141005T1000,16.270529,79,3.5039446
20141005T1100,17.95053,70,2.1312
20141005T1200,18.89053,66,1.332
20141005T1300,19.020529,65,5.4919763
20141005T1400,20.46053,56,4.295571
20141005T1500,20.920528,53,3.4632
20141005T1600,20.64053,50,5.0545845
20141005T1700,20.79053,50,6.3154216
20141005T1800,20.190529,52,6.791894
20141005T1900,19.240528,57,6.6172385
20141005T2000,17.64053,71,7.539638
20141005T2100,16.240528,82,6.7394466
20141005T2200,15.680529,84,5.8668513
20141005T2300,15.110529,84,6.9315205
20141006T0000,14.250529,88,7.743951
20141006T0100,13.660529,94,8.827452
20141006T0200,12.910529,94,8.00974
20141006T0300,12.540529,92,6.399148
20141006T0400,12.680529,88,3.4734309
20141006T0500,12.640529,88,3.1968002
20141006T0600,12.320529,87,4.824709
20141006T0700,12.170529,87,5.328
20141006T0800,12.030529,86,5.3545737
20141006T0900,12.440529,85,3.1968002
20141006T1000,13.680529,79,1.0656
20141006T1100,14.850529,75,2.4123545
20141006T1200,16.15053,70,2.664
20141006T1300,17.530529,66,1.9210378
20141006T1400,19.190529,65,7.5207877
20141006T1500,20.500528,56,6.9926825
20141006T1600,21.31053,48,6.66
20141006T1700,21.110529,40,9.889148
20141006T1800,20.280529,38,10.137212
20141006T1900,17.910528,50,10.17913
20141006T2000,15.880529,48,11.182454
20141006T2100,15.380529,66,8.466325
20141006T2200,14.090529,77,8.322602
20141006T2300,14.350529,79,8.665169
20141007T0000,14.030529,81,8.495612
20141007T0100,13.180529,84,8.87156
20141007T0200,15.160529,70,8.528961
20141007T0300,16.090528,66,9.946393
20141007T0400,15.630529,72,11.880961
20141007T0500,14.970529,76,8.528961
20141007T0600,15.110529,70,9.51984
20141007T0700,14.040529,74,10.14421
20141007T0800,13.340529,78,11.529304
20141007T0900,14.320529,71,11.4923115
20141007T1000,15.590529,65,11.01299
20141007T1100,16.080528,67,11.389962
20141007T1200,18.090528,65,14.020842
20141007T1300,20.080528,60,18.04651
20141007T1400,20.920528,52,17.519724
20141007T1500,21.920528,53,12.990928
20141007T1600,22.690529,52,11.636527
20141007T1700,22.490528,52,12.132174
20141007T1800,21.64053,55,10.403253
20141007T1900,20.270529,63,3.9603205
20141007T2000,19.31053,70,2.8692157
20141007T2100,18.610529,76,4.552245
20141007T2200,19.180529,70,4.066419
20141007T2300,18.20053,72,8.2066765
20141008T0000,18.160528,72,8.424308
20141008T0100,17.73053,74,7.6331854
20141008T0200,17.54053,72,6.8075495
20141008T0300,17.65053,71,6.5308766
20141008T0400,17.110529,75,5.8849683
20141008T0500,16.440529,79,6.2134624
20141008T0600,15.860529,83,6.823169
20141008T0700,14.610529,94,8.819409
20141008T0800,15.020529,95,9.092791
20141008T0900,16.90053,82,10.283178
20141008T1000,18.89053,79,12.280434
20141008T1100,20.110529,64,13.407623
20141008T1200,22.38053,53,12.856388
20141008T1300,23.780529,45,14.417631
20141008T1400,22.96053,54,9.623642
20141008T1500,24.12053,46,16.816996
20141008T1600,24.000528,50,16.47593
20141008T1700,23.04053,54,14.777397
20141008T1800,22.830528,56,10.234754
20141008T1900,22.430529,56,6.972355
20141008T2000,21.05053,62,5.3876066
20141008T2100,19.440529,67,6.399148
20141008T2200,19.04053,65,7.992
20141008T2300,20.95053,58,7.5818768
20141009T0000,21.030529,58,8.424308
20141009T0100,20.330528,55,8.2066765
20141009T0200,19.740528,56,6.4433565
20141009T0300,18.660528,61,7.9831147
20141009T0400,16.90053,68,7.1482625
20141009T0500,16.20053,67,7.3150935
20141009T0600,14.580529,71,8.578742
20141009T0700,12.970529,77,8.102239
20141009T0800,11.620529,80,8.726379
20141009T0900,11.770529,90,8.223954
20141009T1000,16.270529,76,8.495612
20141009T1100,20.490528,59,8.275568
20141009T1200,22.98053,39,12.472528
20141009T1300,24.190529,36,14.654423
20141009T1400,22.31053,42,2.3976
20141009T1500,22.12053,44,3.1067312
20141009T1600,21.940529,46,3.3697233
20141009T1700,21.930529,49,1.9394212
20141009T1800,21.340528,60,2.1967907
20141009T1900,20.580528,68,3.1067312
20141009T2000,19.71053,73,2.9424841
20141009T2100,19.81053,70,4.336678
20141009T2200,19.340528,69,6.1503215
20141009T2300,17.860529,78,7.2713056
20141010T0000,17.430529,81,6.874978
20141010T0100,17.30053,82,5.6637416
20141010T0200,17.280529,83,6.080693
20141010T0300,17.240528,82,7.463956
20141010T0400,18.57053,76,7.5771956
20141010T0500,17.81053,79,2.4123545
20141010T0600,16.420528,85,7.1730394
20141010T0700,14.940529,92,5.328
20141010T0800,15.040529,92,3.5741313
20141010T0900,15.680529,91,4.336678
20141010T1000,16.32053,91,3.7862556
20141010T1100,18.090528,85,4.212154
20141010T1200,19.520529,76,0.5328
20141010T1300,19.680529,76,3.2518265
20141010T1400,19.06053,73,4.861344
20141010T1500,19.330528,73,6.6600003
20141010T1600,19.81053,70,9.549612
20141010T1700,19.170528,69,10.498323
20141010T1800,18.740528,73,10.951599
20141010T1900,17.21053,81,10.817939
20141010T2000,15.930529,90,8.322602
20141010T2100,15.0505295,94,7.996438
20141010T2200,14.710529,95,6.828368
20141010T2300,14.280529,95,5.433515
20141011T0000,14.500529,93,5.0615997
20141011T0100,14.500529,94,4.1698194
20141011T0200,14.310529,97,4.713097
20141011T0300,14.310529,97,2.260479
20141011T0400,14.280529,97,1.5984001
20141011T0500,14.240529,97,1.9210378
20141011T0600,14.210529,97,3.767465
20141011T0700,14.120529,97,4.5366287
20141011T0800,14.040529,97,3.2408962
20141011T0900,13.920529,97,3.7862556
20141011T1000,14.220529,96,6.823169
20141011T1100,15.240529,94,6.9315205
20141011T1200,16.580528,91,3.1968002
20141011T1300,18.70053,79,8.150272
20141011T1400,16.090528,94,2.664
20141011T1500,17.610529,87,4.5366282
20141011T1600,18.170528,79,4.5366287
20141011T1700,18.38053,76,5.0052013
20141011T1800,18.090528,77,3.6234312
20141011T1900,16.96053,83,6.354631
20141011T2000,16.350529,86,6.4046903
20141011T2100,15.850529,86,6.675965
20141011T2200,14.630529,91,7.329631
20141011T2300,13.670529,92,6.6600003
20141012T0000,13.210529,93,5.1725526
20141012T0100,13.080529,92,4.212154
20141012T0200,13.010529,96,4.1698194
20141012T0300,12.840529,98,4.066419
20141012T0400,12.370529,98,3.9603205
20141012T0500,11.720529,97,6.1503215
20141012T0600,11.320529,95,5.7507854
20141012T0700,11.240529,96,6.2191706
20141012T0800,12.240529,96,6.9161463
20141012T0900,13.790529,92,8.607647
20141012T1000,15.390529,85,11.201478
20141012T1100,16.660528,81,12.633653
20141012T1200,17.81053,78,12.7927475
20141012T1300,19.30053,75,11.566178
20141012T1400,21.240528,62,13.698245
20141012T1500,22.020529,62,14.020842
20141012T1600,21.920528,59,10.555628
20141012T1700,21.750528,62,3.4734309
20141012T1800,20.80053,69,6.9161463
20141012T1900,18.090528,82,7.911676
20141012T2000,17.420528,85,6.448861
20141012T2100,16.81053,89,4.1698194
20141012T2200,16.70053,89,5.1725526
20141012T2300,16.490528,84,3.4734309
20141013T0000,16.13053,81,4.295571
20141013T0100,15.910529,73,5.1725526
20141013T0200,16.030529,67,4.802594
20141013T0300,15.940529,69,5.2474713
20141013T0400,16.190529,67,4.3038235
20141013T0500,15.100529,73,5.3545737
20141013T0600,14.230529,82,8.787163
20141013T0700,14.230529,82,8.228268
20141013T0800,14.240529,84,8.343893
20141013T0900,14.470529,86,9.531016
20141013T1000,16.46053,84,7.168091
20141013T1100,20.170528,67,5.089565
20141013T1200,20.97053,59,5.089565
20141013T1300,20.39053,66,8.102239
20141013T1400,18.98053,80,7.2713056
20141013T1500,18.770529,83,7.276183
20141013T1600,18.750528,78,4.802594
20141013T1700,18.57053,75,1.332
20141013T1800,18.39053,76,3.013972
20141013T1900,17.840528,76,4.13564
20141013T2000,16.65053,84,6.4046907
20141013T2100,15.480529,90,5.394189
20141013T2200,15.620529,87,1.8837326
20141013T2300,15.290529,90,1.0656
20141014T0000,14.980529,89,4.552245
20141014T0100,13.590529,78,7.038205
20141014T0200,13.730529,77,5.6637416
20141014T0300,13.890529,77,5.842608
20141014T0400,12.780529,81,6.6172385
20141014T0500,11.670529,87,6.972355
20141014T0600,11.430529,91,6.791894
20141014T0700,11.340529,95,6.823169
20141014T0800,11.080529,95,7.093447
20141014T0900,11.500529,93,6.1963058
20141014T1000,13.170529,92,7.670285
20141014T1100,14.940529,88,8.528961
20141014T1200,17.250528,79,4.057684
20141014T1300,17.96053,70,2.028842
20141014T1400,19.20053,63,4.2624
